id: 0 req:4 src:V1 des:V1 route:V1 p(ratio):0.7648679513804995 tComp:12.620321197778242 tTrans:0.0 tSer: 12.620321197778242 hop:0 npath:0 cWL:0.0 res:30.3030303030303
id: 1 req:4 src:V1 des:V0 route:V1 p(ratio):0.0606060606060606 tComp:1.1212121212121213 tTrans:0.1212121212121212 tSer: 1.2424242424242424 hop:1 npath:1 cWL:3.673094582185499 res:30.3030303030303
id: 2 req:4 src:V1 des:V2 route:V1 p(ratio):0.0606060606060606 tComp:5.121212121212121 tTrans:0.1212121212121212 tSer: 5.242424242424242 hop:1 npath:1 cWL:94.5821854912764 res:30.3030303030303
id: 3 req:4 src:V1 des:V5 route:V1 p(ratio):0.0606060606060606 tComp:1.1212121212121209 tTrans:0.1212121212121212 tSer: 1.242424242424242 hop:1 npath:1 cWL:3.6730945821854846 res:30.3030303030303
id: 4 req:4 src:V1 des:V6 route:V1 p(ratio):0.05331386680131887 tComp:1.0008909234338825 tTrans:0.10662773360263773 tSer: 1.1075186570365203 hop:1 npath:1 cWL:3.6730945821854917 res:30.3030303030303
id: 0 req:14 src:V4 des:V4 route:V4 p(ratio):0.9393939393939394 tComp:15.500000000000002 tTrans:0.0 tSer: 15.500000000000002 hop:0 npath:0 cWL:0.0 res:30.3030303030303
id: 1 req:14 src:V4 des:V9 route:V4 p(ratio):0.0606060606060606 tComp:1.1212121212121213 tTrans:0.1212121212121212 tSer: 1.2424242424242424 hop:1 npath:1 cWL:3.673094582185499 res:30.3030303030303
id: 0 req:24 src:V3 des:V3 route:V3 p(ratio):0.8787878787878789 tComp:14.500000000000002 tTrans:0.0 tSer: 14.500000000000002 hop:0 npath:0 cWL:0.0 res:30.3030303030303
id: 1 req:24 src:V3 des:V2 route:V3 p(ratio):0.0606060606060606 tComp:5.121212121212121 tTrans:0.1212121212121212 tSer: 5.242424242424242 hop:1 npath:1 cWL:94.5821854912764 res:30.3030303030303
id: 2 req:24 src:V3 des:V8 route:V3 p(ratio):0.0606060606060606 tComp:1.1212121212121213 tTrans:0.1212121212121212 tSer: 1.2424242424242424 hop:1 npath:1 cWL:3.673094582185499 res:30.3030303030303
