id: 0 req:6 src:V1 des:V1 route:V1 p(ratio):0.7695013599771366 tComp:12.696772439622755 tTrans:0.0 tSer: 12.696772439622755 hop:0 npath:0 cWL:0.0 res:30.3030303030303
id: 1 req:6 src:V1 des:V0 route:V1 p(ratio):0.0606060606060606 tComp:1.1212121212121218 tTrans:0.1212121212121212 tSer: 1.2424242424242429 hop:1 npath:1 cWL:3.673094582185513 res:30.3030303030303
id: 2 req:6 src:V1 des:V2 route:V1 p(ratio):0.0606060606060606 tComp:7.121212121212122 tTrans:0.1212121212121212 tSer: 7.242424242424243 hop:1 npath:1 cWL:155.18824609733701 res:30.3030303030303
id: 3 req:6 src:V1 des:V5 route:V1 p(ratio):0.0606060606060606 tComp:1.1212121212121209 tTrans:0.1212121212121212 tSer: 1.242424242424242 hop:1 npath:1 cWL:3.6730945821854846 res:30.3030303030303
id: 4 req:6 src:V1 des:V6 route:V1 p(ratio):0.048680458204681656 tComp:0.8032275603772474 tTrans:0.09736091640936331 tSer: 0.9005884767866107 hop:1 npath:1 cWL:0.0 res:30.3030303030303
id: 0 req:16 src:V4 des:V4 route:V4 p(ratio):0.8787878787878789 tComp:14.500000000000002 tTrans:0.0 tSer: 14.500000000000002 hop:0 npath:0 cWL:0.0 res:30.3030303030303
id: 1 req:16 src:V4 des:V8 route:V4 p(ratio):0.0606060606060606 tComp:3.121212121212122 tTrans:0.1212121212121212 tSer: 3.242424242424243 hop:1 npath:1 cWL:33.976124885215825 res:30.3030303030303
id: 2 req:16 src:V4 des:V9 route:V4 p(ratio):0.0606060606060606 tComp:1.1212121212121218 tTrans:0.1212121212121212 tSer: 1.2424242424242429 hop:1 npath:1 cWL:3.673094582185513 res:30.3030303030303
id: 0 req:26 src:V3 des:V3 route:V3 p(ratio):0.8787878787878789 tComp:14.500000000000002 tTrans:0.0 tSer: 14.500000000000002 hop:0 npath:0 cWL:0.0 res:30.3030303030303
id: 1 req:26 src:V3 des:V2 route:V3 p(ratio):0.0606060606060606 tComp:7.121212121212122 tTrans:0.1212121212121212 tSer: 7.242424242424243 hop:1 npath:1 cWL:155.18824609733701 res:30.3030303030303
id: 2 req:26 src:V3 des:V8 route:V3 p(ratio):0.0606060606060606 tComp:3.121212121212122 tTrans:0.1212121212121212 tSer: 3.242424242424243 hop:1 npath:1 cWL:33.976124885215825 res:30.3030303030303
