Name Position Velocity in114
id,	name,	x,	y,	velo,
0,	V0,	2.0,	0.0,	2.0
1,	V1,	30.0,	5.0,	3.0
2,	V2,	32.5,	0.5,	2.5
3,	V3,	30.0,	2.5,	2.5
4,	V4,	46.0,	0.0,	2.0
5,	V5,	42.5,	29.0,	2.5
6,	V6,	48.0,	12.0,	2.0
7,	V7,	29.0,	7.0,	3.0
8,	V8,	49.0,	17.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	2.0,	20.0,	2.0
11,	V11,	12.0,	18.0,	2.0
12,	V12,	46.0,	20.0,	2.0
13,	V13,	30.0,	20.0,	2.0
14,	V14,	46.0,	23.0,	3.0
15,	V15,	10.0,	30.0,	2.0
16,	V16,	32.0,	28.0,	3.0
17,	V17,	30.0,	28.0,	2.5
18,	V18,	45.0,	35.5,	2.5
19,	V19,	46.0,	27.0,	3.0
20,	V20,	6.0,	43.0,	3.0
21,	V21,	18.0,	38.0,	2.0
22,	V22,	40.0,	42.0,	2.0
23,	V23,	40.0,	43.0,	2.5
24,	V24,	48.0,	42.0,	2.0
