Name Position Velocity in91
id,	name,	x,	y,	velo,
0,	V0,	14.0,	0.0,	2.0
1,	V1,	39.0,	5.0,	3.0
2,	V2,	40.0,	0.5,	2.5
3,	V3,	42.5,	3.0,	2.5
4,	V4,	44.0,	2.0,	2.0
5,	V5,	45.0,	19.0,	2.5
6,	V6,	46.0,	12.0,	2.0
7,	V7,	40.0,	9.0,	3.0
8,	V8,	36.0,	13.0,	3.0
9,	V9,	40.0,	7.5,	2.5
10,	V10,	10.0,	20.0,	2.0
11,	V11,	14.0,	20.0,	2.0
12,	V12,	30.0,	22.0,	2.0
13,	V13,	30.0,	20.0,	2.0
14,	V14,	49.0,	20.0,	3.0
15,	V15,	18.0,	34.0,	2.0
16,	V16,	19.0,	33.0,	3.0
17,	V17,	40.0,	35.5,	2.5
18,	V18,	32.5,	27.5,	2.5
19,	V19,	49.0,	30.0,	3.0
20,	V20,	1.8369701987210297E-16,	37.0,	3.0
21,	V21,	18.0,	40.0,	2.0
22,	V22,	32.0,	42.0,	2.0
23,	V23,	47.5,	42.5,	2.5
24,	V24,	48.0,	42.0,	2.0
