Name Position Velocity in36
id,name,x,y,velo,
0,V0,27.5,8.5,2.5
1,V1,36.0,6.0,2.0
2,V2,23.0,0.0,3.0
3,V3,36.0,3.0,3.0
4,V4,44.0,0.0,2.0
5,V5,27.5,16.0,2.5
6,V6,38.0,16.0,2.0
7,V7,26.0,10.0,2.0
8,V8,30.0,7.5,2.5
9,V9,44.0,12.0,2.0
10,V10,35.0,19.0,3.0
11,V11,19.0,23.0,3.0
12,V12,39.0,27.0,3.0
13,V13,30.0,22.5,2.5
14,V14,40.0,20.0,2.5
15,V15,14.0,32.0,2.0
16,V16,10.0,30.0,2.5
17,V17,26.0,32.0,2.0
18,V18,36.0,27.0,3.0
19,V19,47.5,30.0,2.5
20,V20,14.0,42.0,2.0
21,V21,34.0,42.0,2.0
22,V22,47.5,43.0,2.5
23,V23,30.0,40.0,2.5
24,V24,44.0,38.0,2.0
