Name Position Velocity in89
id,	name,	x,	y,	velo,
0,	V0,	10.0,	0.0,	2.0
1,	V1,	33.0,	5.0,	3.0
2,	V2,	35.0,	0.5,	2.5
3,	V3,	40.0,	5.5,	2.5
4,	V4,	40.0,	2.0,	2.0
5,	V5,	40.0,	19.0,	2.5
6,	V6,	42.0,	12.0,	2.0
7,	V7,	38.0,	10.0,	3.0
8,	V8,	30.0,	13.0,	3.0
9,	V9,	47.5,	12.5,	2.5
10,	V10,	6.0,	20.0,	2.0
11,	V11,	10.0,	20.0,	2.0
12,	V12,	26.0,	22.0,	2.0
13,	V13,	46.0,	22.0,	2.0
14,	V14,	43.0,	20.0,	3.0
15,	V15,	14.0,	34.0,	2.0
16,	V16,	13.0,	33.0,	3.0
17,	V17,	37.5,	30.0,	2.5
18,	V18,	30.0,	30.0,	2.5
19,	V19,	43.0,	30.0,	3.0
20,	V20,	38.0,	48.0,	3.0
21,	V21,	14.0,	40.0,	2.0
22,	V22,	28.0,	42.0,	2.0
23,	V23,	42.5,	42.5,	2.5
24,	V24,	44.0,	42.0,	2.0
