Name Position Velocity in127
id,	name,	x,	y,	velo,
0,	V0,	28.0,	0.0,	2.0
1,	V1,	19.0,	0.0,	3.0
2,	V2,	30.0,	8.0,	2.5
3,	V3,	37.5,	2.5,	2.5
4,	V4,	48.0,	2.0,	2.0
5,	V5,	20.0,	16.0,	2.5
6,	V6,	30.0,	10.0,	2.0
7,	V7,	23.0,	7.0,	3.0
8,	V8,	40.0,	11.0,	3.0
9,	V9,	47.5,	10.0,	2.5
10,	V10,	24.0,	24.0,	2.0
11,	V11,	36.0,	22.0,	2.0
12,	V12,	40.0,	18.0,	2.0
13,	V13,	32.0,	22.0,	2.0
14,	V14,	43.0,	17.0,	3.0
15,	V15,	34.0,	30.0,	2.0
16,	V16,	20.0,	28.0,	3.0
17,	V17,	30.0,	35.5,	2.5
18,	V18,	32.5,	32.5,	2.5
19,	V19,	43.0,	33.0,	3.0
20,	V20,	30.0,	37.0,	3.0
21,	V21,	40.0,	40.0,	2.0
22,	V22,	32.0,	42.0,	2.0
23,	V23,	45.0,	38.0,	2.5
24,	V24,	40.0,	42.0,	2.0
