Name Position Velocity in33
id,name,x,y,velo,
0,V0,20.0,8.5,2.5
1,V1,30.0,6.0,2.0
2,V2,49.0,11.0,3.0
3,V3,30.0,0.0,3.0
4,V4,40.0,0.0,2.0
5,V5,20.0,16.0,2.5
6,V6,32.0,16.0,2.0
7,V7,20.0,10.0,2.0
8,V8,45.0,12.5,2.5
9,V9,40.0,10.0,2.0
10,V10,26.0,19.0,3.0
11,V11,10.0,23.0,3.0
12,V12,30.0,27.0,3.0
13,V13,45.0,25.5,2.5
14,V14,42.5,17.5,2.5
15,V15,8.0,32.0,2.0
16,V16,42.5,33.5,2.5
17,V17,20.0,32.0,2.0
18,V18,30.0,30.0,3.0
19,V19,40.0,30.0,2.5
20,V20,10.0,44.0,2.0
21,V21,28.0,42.0,2.0
22,V22,40.0,43.0,2.5
23,V23,42.5,40.0,2.5
24,V24,40.0,40.0,2.0
