Name Position Velocity in121
id,	name,	x,	y,	velo,
0,	V0,	16.0,	0.0,	2.0
1,	V1,	43.0,	6.0,	3.0
2,	V2,	20.0,	0.0,	2.5
3,	V3,	45.0,	3.0,	2.5
4,	V4,	48.0,	0.0,	2.0
5,	V5,	7.5,	7.5,	2.5
6,	V6,	20.0,	10.0,	2.0
7,	V7,	40.0,	9.0,	3.0
8,	V8,	45.0,	13.0,	3.0
9,	V9,	42.5,	7.5,	2.5
10,	V10,	14.0,	24.0,	2.0
11,	V11,	26.0,	18.0,	2.0
12,	V12,	28.0,	18.0,	2.0
13,	V13,	42.0,	18.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	24.0,	30.0,	2.0
16,	V16,	49.0,	33.0,	3.0
17,	V17,	47.5,	28.0,	2.5
18,	V18,	40.0,	30.5,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	20.0,	42.0,	3.0
21,	V21,	30.0,	40.0,	2.0
22,	V22,	22.0,	42.0,	2.0
23,	V23,	32.5,	37.5,	2.5
24,	V24,	40.0,	40.0,	2.0
