Name Position Velocity in134
id,	name,	x,	y,	velo,
0,	V0,	40.0,	4.0,	2.0
1,	V1,	36.0,	5.0,	3.0
2,	V2,	47.5,	8.0,	2.5
3,	V3,	30.0,	0.0,	2.5
4,	V4,	42.0,	0.0,	2.0
5,	V5,	35.0,	13.5,	2.5
6,	V6,	42.0,	14.0,	2.0
7,	V7,	39.0,	5.0,	3.0
8,	V8,	36.0,	10.0,	3.0
9,	V9,	45.0,	10.0,	2.5
10,	V10,	38.0,	24.0,	2.0
11,	V11,	48.0,	22.0,	2.0
12,	V12,	22.0,	22.0,	2.0
13,	V13,	46.0,	22.0,	2.0
14,	V14,	49.0,	23.0,	3.0
15,	V15,	46.0,	30.0,	2.0
16,	V16,	38.0,	31.0,	3.0
17,	V17,	42.5,	33.5,	2.5
18,	V18,	47.5,	38.0,	2.5
19,	V19,	49.0,	27.0,	3.0
20,	V20,	46.0,	35.0,	3.0
21,	V21,	10.0,	38.0,	2.0
22,	V22,	46.0,	42.0,	2.0
23,	V23,	40.0,	40.5,	2.5
24,	V24,	42.0,	42.0,	2.0
