Name Position Velocity in108
id,	name,	x,	y,	velo,
0,	V0,	42.0,	4.0,	2.0
1,	V1,	19.0,	0.0,	3.0
2,	V2,	20.0,	0.0,	2.5
3,	V3,	40.0,	3.0,	2.5
4,	V4,	44.0,	2.0,	2.0
5,	V5,	30.0,	23.5,	2.5
6,	V6,	36.0,	12.0,	2.0
7,	V7,	46.0,	9.0,	3.0
8,	V8,	36.0,	13.0,	3.0
9,	V9,	47.5,	7.5,	2.5
10,	V10,	40.0,	28.0,	2.0
11,	V11,	42.0,	32.0,	2.0
12,	V12,	34.0,	20.0,	2.0
13,	V13,	40.0,	24.0,	2.0
14,	V14,	43.0,	17.0,	3.0
15,	V15,	48.0,	34.0,	2.0
16,	V16,	19.0,	30.0,	3.0
17,	V17,	20.0,	30.0,	2.5
18,	V18,	32.5,	30.0,	2.5
19,	V19,	43.0,	27.0,	3.0
20,	V20,	43.0,	47.0,	3.0
21,	V21,	48.0,	44.0,	2.0
22,	V22,	30.0,	42.0,	2.0
23,	V23,	45.0,	40.5,	2.5
24,	V24,	48.0,	38.0,	2.0
