Name Position Velocity in84
id,	name,	x,	y,	velo,
0,	V0,	2.0,	0.0,	2.0
1,	V1,	23.0,	1.0,	3.0
2,	V2,	25.0,	0.0,	2.5
3,	V3,	30.0,	0.0,	2.5
4,	V4,	42.0,	2.0,	2.0
5,	V5,	30.0,	13.5,	2.5
6,	V6,	34.0,	12.0,	2.0
7,	V7,	23.0,	10.0,	3.0
8,	V8,	40.0,	17.0,	3.0
9,	V9,	47.5,	7.5,	2.5
10,	V10,	46.0,	26.0,	2.0
11,	V11,	40.0,	26.0,	2.0
12,	V12,	48.0,	22.0,	2.0
13,	V13,	38.0,	22.0,	2.0
14,	V14,	40.0,	17.0,	3.0
15,	V15,	6.0,	30.0,	2.0
16,	V16,	41.0,	28.0,	3.0
17,	V17,	25.0,	30.0,	2.5
18,	V18,	37.5,	30.0,	2.5
19,	V19,	40.0,	33.0,	3.0
20,	V20,	23.0,	48.0,	3.0
21,	V21,	36.0,	46.0,	2.0
22,	V22,	20.0,	40.0,	2.0
23,	V23,	30.0,	42.5,	2.5
24,	V24,	46.0,	40.0,	2.0
