Name Position Velocity in119
id,	name,	x,	y,	velo,
0,	V0,	12.0,	0.0,	2.0
1,	V1,	40.0,	9.0,	3.0
2,	V2,	45.0,	0.5,	2.5
3,	V3,	40.0,	3.0,	2.5
4,	V4,	44.0,	0.0,	2.0
5,	V5,	2.5,	7.5,	2.5
6,	V6,	18.0,	10.0,	2.0
7,	V7,	39.0,	5.0,	3.0
8,	V8,	39.0,	13.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	10.0,	24.0,	2.0
11,	V11,	22.0,	18.0,	2.0
12,	V12,	24.0,	18.0,	2.0
13,	V13,	38.0,	18.0,	2.0
14,	V14,	46.0,	23.0,	3.0
15,	V15,	20.0,	30.0,	2.0
16,	V16,	43.0,	33.0,	3.0
17,	V17,	42.5,	28.0,	2.5
18,	V18,	37.5,	30.0,	2.5
19,	V19,	46.0,	33.0,	3.0
20,	V20,	16.0,	41.0,	3.0
21,	V21,	26.0,	38.0,	2.0
22,	V22,	20.0,	40.0,	2.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	46.0,	42.0,	2.0
