Name Position Velocity in28
id,name,x,y,velo,
0,V0,10.0,3.0,2.5
1,V1,22.0,2.0,2.0
2,V2,39.0,7.0,3.0
3,V3,36.0,0.0,3.0
4,V4,40.0,0.0,2.0
5,V5,10.0,15.5,2.5
6,V6,24.0,12.0,2.0
7,V7,40.0,20.0,2.0
8,V8,32.5,12.5,2.5
9,V9,40.0,8.0,2.0
10,V10,16.0,15.0,3.0
11,V11,40.0,17.0,3.0
12,V12,20.0,23.0,3.0
13,V13,35.0,20.0,2.5
14,V14,42.5,20.0,2.5
15,V15,0.0,30.0,2.0
16,V16,32.5,33.0,2.5
17,V17,42.0,28.0,2.0
18,V18,40.0,28.0,3.0
19,V19,40.0,30.0,2.5
20,V20,1.2246467991473532E-16,42.0,2.0
21,V21,20.0,40.0,2.0
22,V22,30.0,42.5,2.5
23,V23,30.0,40.0,2.5
24,V24,40.0,40.0,2.0
