Name Position Velocity in139
id,	name,	x,	y,	velo,
0,	V0,	0.0,	0.0,	2.0
1,	V1,	46.0,	3.0,	3.0
2,	V2,	27.5,	2.5,	2.5
3,	V3,	40.0,	0.5,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	47.5,	13.5,	2.5
6,	V6,	10.0,	8.0,	2.0
7,	V7,	49.0,	9.0,	3.0
8,	V8,	30.0,	10.0,	3.0
9,	V9,	45.0,	12.5,	2.5
10,	V10,	48.0,	24.0,	2.0
11,	V11,	16.0,	18.0,	2.0
12,	V12,	32.0,	22.0,	2.0
13,	V13,	34.0,	22.0,	2.0
14,	V14,	49.0,	17.0,	3.0
15,	V15,	4.0,	32.0,	2.0
16,	V16,	10.0,	33.0,	3.0
17,	V17,	25.0,	30.0,	2.5
18,	V18,	37.5,	27.5,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	9.0,	40.0,	3.0
21,	V21,	20.0,	38.0,	2.0
22,	V22,	24.0,	42.0,	2.0
23,	V23,	30.0,	42.5,	2.5
24,	V24,	42.0,	40.0,	2.0
