Name Position Velocity in122
id,	name,	x,	y,	velo,
0,	V0,	18.0,	0.0,	2.0
1,	V1,	46.0,	6.0,	3.0
2,	V2,	20.0,	2.5,	2.5
3,	V3,	47.5,	3.0,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	10.0,	10.5,	2.5
6,	V6,	22.0,	10.0,	2.0
7,	V7,	43.0,	9.0,	3.0
8,	V8,	48.0,	13.0,	3.0
9,	V9,	45.0,	7.5,	2.5
10,	V10,	16.0,	24.0,	2.0
11,	V11,	28.0,	18.0,	2.0
12,	V12,	30.0,	18.0,	2.0
13,	V13,	44.0,	18.0,	2.0
14,	V14,	43.0,	20.0,	3.0
15,	V15,	26.0,	30.0,	2.0
16,	V16,	10.0,	30.0,	3.0
17,	V17,	20.0,	30.0,	2.5
18,	V18,	42.5,	30.5,	2.5
19,	V19,	43.0,	30.0,	3.0
20,	V20,	20.0,	39.0,	3.0
21,	V21,	30.0,	38.0,	2.0
22,	V22,	24.0,	42.0,	2.0
23,	V23,	35.0,	37.5,	2.5
24,	V24,	42.0,	40.0,	2.0
