Name Position Velocity in64
id,	name,	x,	y,	velo,
0,	V0,	16.0,	2.0,	2.0
1,	V1,	20.0,	1.0,	3.0
2,	V2,	45.0,	3.0,	2.5
3,	V3,	30.0,	0.0,	2.5
4,	V4,	48.0,	0.0,	2.0
5,	V5,	40.0,	16.0,	2.5
6,	V6,	40.0,	16.0,	2.0
7,	V7,	30.0,	8.0,	3.0
8,	V8,	36.0,	10.0,	3.0
9,	V9,	47.5,	12.5,	2.5
10,	V10,	10.0,	22.0,	2.0
11,	V11,	46.0,	26.0,	2.0
12,	V12,	42.0,	18.0,	2.0
13,	V13,	44.0,	22.0,	2.0
14,	V14,	49.0,	23.0,	3.0
15,	V15,	18.0,	36.0,	2.0
16,	V16,	33.0,	29.0,	3.0
17,	V17,	40.0,	31.0,	2.5
18,	V18,	32.5,	27.5,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	30.0,	40.0,	3.0
21,	V21,	42.0,	48.0,	2.0
22,	V22,	44.0,	42.0,	2.0
23,	V23,	47.5,	38.0,	2.5
24,	V24,	40.0,	42.0,	2.0
