Name Position Velocity in132
id,	name,	x,	y,	velo,
0,	V0,	36.0,	4.0,	2.0
1,	V1,	30.0,	5.0,	3.0
2,	V2,	42.5,	8.0,	2.5
3,	V3,	47.5,	8.0,	2.5
4,	V4,	48.0,	0.0,	2.0
5,	V5,	30.0,	13.5,	2.5
6,	V6,	40.0,	12.0,	2.0
7,	V7,	33.0,	5.0,	3.0
8,	V8,	30.0,	10.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	34.0,	24.0,	2.0
11,	V11,	44.0,	22.0,	2.0
12,	V12,	20.0,	20.0,	2.0
13,	V13,	42.0,	22.0,	2.0
14,	V14,	43.0,	23.0,	3.0
15,	V15,	42.0,	30.0,	2.0
16,	V16,	32.0,	31.0,	3.0
17,	V17,	40.0,	36.0,	2.5
18,	V18,	42.5,	38.0,	2.5
19,	V19,	43.0,	27.0,	3.0
20,	V20,	40.0,	35.0,	3.0
21,	V21,	48.0,	42.0,	2.0
22,	V22,	42.0,	42.0,	2.0
23,	V23,	37.5,	40.0,	2.5
24,	V24,	40.0,	40.0,	2.0
