Name Position Velocity in26
id,name,x,y,velo,
0,V0,7.5,2.5,2.5
1,V1,18.0,2.0,2.0
2,V2,33.0,7.0,3.0
3,V3,30.0,0.0,3.0
4,V4,46.0,0.0,2.0
5,V5,7.5,10.0,2.5
6,V6,20.0,12.0,2.0
7,V7,38.0,16.0,2.0
8,V8,30.0,10.0,2.5
9,V9,48.0,12.0,2.0
10,V10,10.0,15.0,3.0
11,V11,34.0,17.0,3.0
12,V12,49.0,31.0,3.0
13,V13,30.0,20.0,2.5
14,V14,47.5,22.5,2.5
15,V15,46.0,38.0,2.0
16,V16,30.0,35.5,2.5
17,V17,40.0,30.0,2.0
18,V18,36.0,27.0,3.0
19,V19,45.0,32.5,2.5
20,V20,48.0,40.0,2.0
21,V21,16.0,38.0,2.0
22,V22,25.0,42.5,2.5
23,V23,45.0,38.0,2.5
24,V24,46.0,38.0,2.0
