Name Position Velocity in70
id,	name,	x,	y,	velo,
0,	V0,	28.0,	2.0,	2.0
1,	V1,	35.0,	4.0,	3.0
2,	V2,	27.5,	0.0,	2.5
3,	V3,	40.0,	3.0,	2.5
4,	V4,	48.0,	0.0,	2.0
5,	V5,	1.5308084989341916E-16,	12.5,	2.5
6,	V6,	10.0,	8.0,	2.0
7,	V7,	48.0,	8.0,	3.0
8,	V8,	49.0,	8.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	20.0,	22.0,	2.0
11,	V11,	16.0,	18.0,	2.0
12,	V12,	22.0,	22.0,	2.0
13,	V13,	34.0,	22.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	30.0,	36.0,	2.0
16,	V16,	46.0,	27.0,	3.0
17,	V17,	22.5,	30.0,	2.5
18,	V18,	45.0,	28.0,	2.5
19,	V19,	43.0,	30.0,	3.0
20,	V20,	43.0,	38.0,	3.0
21,	V21,	12.0,	42.0,	2.0
22,	V22,	24.0,	38.0,	2.0
23,	V23,	40.0,	45.5,	2.5
24,	V24,	40.0,	38.0,	2.0
