Name Position Velocity in85
id,	name,	x,	y,	velo,
0,	V0,	4.0,	0.0,	2.0
1,	V1,	26.0,	1.0,	3.0
2,	V2,	27.5,	0.0,	2.5
3,	V3,	30.0,	2.5,	2.5
4,	V4,	44.0,	2.0,	2.0
5,	V5,	32.5,	13.5,	2.5
6,	V6,	36.0,	12.0,	2.0
7,	V7,	26.0,	10.0,	3.0
8,	V8,	43.0,	17.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	48.0,	26.0,	2.0
11,	V11,	42.0,	26.0,	2.0
12,	V12,	20.0,	20.0,	2.0
13,	V13,	40.0,	24.0,	2.0
14,	V14,	43.0,	17.0,	3.0
15,	V15,	8.0,	30.0,	2.0
16,	V16,	44.0,	28.0,	3.0
17,	V17,	27.5,	30.0,	2.5
18,	V18,	40.0,	30.0,	2.5
19,	V19,	43.0,	33.0,	3.0
20,	V20,	26.0,	48.0,	3.0
21,	V21,	38.0,	46.0,	2.0
22,	V22,	20.0,	42.0,	2.0
23,	V23,	32.5,	42.5,	2.5
24,	V24,	48.0,	40.0,	2.0
