Name Position Velocity in82
id,	name,	x,	y,	velo,
0,	V0,	48.0,	6.0,	2.0
1,	V1,	20.0,	4.0,	3.0
2,	V2,	20.0,	0.0,	2.5
3,	V3,	45.0,	8.0,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	27.5,	13.0,	2.5
6,	V6,	30.0,	12.0,	2.0
7,	V7,	48.0,	8.0,	3.0
8,	V8,	39.0,	13.0,	3.0
9,	V9,	42.5,	7.5,	2.5
10,	V10,	42.0,	26.0,	2.0
11,	V11,	38.0,	22.0,	2.0
12,	V12,	44.0,	22.0,	2.0
13,	V13,	34.0,	22.0,	2.0
14,	V14,	49.0,	20.0,	3.0
15,	V15,	2.0,	30.0,	2.0
16,	V16,	35.0,	28.0,	3.0
17,	V17,	20.0,	30.0,	2.5
18,	V18,	32.5,	30.0,	2.5
19,	V19,	49.0,	33.0,	3.0
20,	V20,	20.0,	45.0,	3.0
21,	V21,	32.0,	46.0,	2.0
22,	V22,	46.0,	42.0,	2.0
23,	V23,	47.5,	40.5,	2.5
24,	V24,	42.0,	40.0,	2.0
