Name Position Velocity in31
id,name,x,y,velo,
0,V0,17.5,3.0,2.5
1,V1,28.0,2.0,2.0
2,V2,43.0,11.0,3.0
3,V3,45.0,0.0,3.0
4,V4,46.0,0.0,2.0
5,V5,17.5,15.5,2.5
6,V6,30.0,14.0,2.0
7,V7,46.0,20.0,2.0
8,V8,40.0,12.5,2.5
9,V9,46.0,8.0,2.0
10,V10,20.0,19.0,3.0
11,V11,49.0,17.0,3.0
12,V12,29.0,23.0,3.0
13,V13,40.0,25.5,2.5
14,V14,40.0,20.0,2.5
15,V15,4.0,32.0,2.0
16,V16,40.0,36.0,2.5
17,V17,48.0,28.0,2.0
18,V18,46.0,31.0,3.0
19,V19,45.0,32.5,2.5
20,V20,6.0,42.0,2.0
21,V21,24.0,42.0,2.0
22,V22,37.5,42.5,2.5
23,V23,37.5,40.0,2.5
24,V24,46.0,40.0,2.0
