Name Position Velocity in131
id,	name,	x,	y,	velo,
0,	V0,	34.0,	4.0,	2.0
1,	V1,	30.0,	2.0,	3.0
2,	V2,	40.0,	8.0,	2.5
3,	V3,	45.0,	8.0,	2.5
4,	V4,	46.0,	0.0,	2.0
5,	V5,	27.5,	13.5,	2.5
6,	V6,	38.0,	10.0,	2.0
7,	V7,	30.0,	5.0,	3.0
8,	V8,	49.0,	8.0,	3.0
9,	V9,	47.5,	10.0,	2.5
10,	V10,	32.0,	24.0,	2.0
11,	V11,	42.0,	22.0,	2.0
12,	V12,	48.0,	18.0,	2.0
13,	V13,	40.0,	22.0,	2.0
14,	V14,	40.0,	23.0,	3.0
15,	V15,	40.0,	30.0,	2.0
16,	V16,	29.0,	31.0,	3.0
17,	V17,	37.5,	33.0,	2.5
18,	V18,	40.0,	38.0,	2.5
19,	V19,	40.0,	27.0,	3.0
20,	V20,	40.0,	38.0,	3.0
21,	V21,	46.0,	42.0,	2.0
22,	V22,	40.0,	42.0,	2.0
23,	V23,	35.0,	40.0,	2.5
24,	V24,	48.0,	42.0,	2.0
