Name Position Velocity in110
id,	name,	x,	y,	velo,
0,	V0,	46.0,	4.0,	2.0
1,	V1,	20.0,	4.0,	3.0
2,	V2,	25.0,	0.0,	2.5
3,	V3,	42.5,	0.5,	2.5
4,	V4,	48.0,	2.0,	2.0
5,	V5,	35.0,	23.5,	2.5
6,	V6,	40.0,	12.0,	2.0
7,	V7,	20.0,	10.0,	3.0
8,	V8,	40.0,	14.0,	3.0
9,	V9,	40.0,	7.5,	2.5
10,	V10,	44.0,	28.0,	2.0
11,	V11,	46.0,	32.0,	2.0
12,	V12,	38.0,	20.0,	2.0
13,	V13,	42.0,	22.0,	2.0
14,	V14,	49.0,	17.0,	3.0
15,	V15,	2.0,	30.0,	2.0
16,	V16,	20.0,	28.0,	3.0
17,	V17,	22.5,	27.5,	2.5
18,	V18,	37.5,	30.0,	2.5
19,	V19,	49.0,	27.0,	3.0
20,	V20,	49.0,	47.0,	3.0
21,	V21,	10.0,	38.0,	2.0
22,	V22,	34.0,	42.0,	2.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	40.0,	42.0,	2.0
