Name Position Velocity in44
id,name,x,y,velo,
0,V0,45.0,14.0,2.5
1,V1,10.0,2.0,2.0
2,V2,40.0,5.0,3.0
3,V3,30.0,0.0,3.0
4,V4,48.0,0.0,2.0
5,V5,45.0,21.5,2.5
6,V6,10.0,12.0,2.0
7,V7,42.0,10.0,2.0
8,V8,47.5,13.0,2.5
9,V9,48.0,8.0,2.0
10,V10,3.0,20.0,3.0
11,V11,33.0,25.0,3.0
12,V12,23.0,17.0,3.0
13,V13,30.0,20.0,2.5
14,V14,45.0,17.5,2.5
15,V15,30.0,32.0,2.0
16,V16,27.5,30.5,2.5
17,V17,40.0,32.0,2.0
18,V18,39.0,30.0,3.0
19,V19,42.5,27.5,2.5
20,V20,28.0,42.0,2.0
21,V21,48.0,42.0,2.0
22,V22,32.5,43.0,2.5
23,V23,47.5,45.5,2.5
24,V24,48.0,38.0,2.0
