Name Position Velocity in112
id,	name,	x,	y,	velo,
0,	V0,	0.0,	0.0,	2.0
1,	V1,	26.0,	4.0,	3.0
2,	V2,	30.0,	3.0,	2.5
3,	V3,	47.5,	0.5,	2.5
4,	V4,	42.0,	0.0,	2.0
5,	V5,	40.0,	26.5,	2.5
6,	V6,	44.0,	12.0,	2.0
7,	V7,	23.0,	7.0,	3.0
8,	V8,	43.0,	17.0,	3.0
9,	V9,	45.0,	7.5,	2.5
10,	V10,	48.0,	28.0,	2.0
11,	V11,	10.0,	20.0,	2.0
12,	V12,	42.0,	20.0,	2.0
13,	V13,	46.0,	22.0,	2.0
14,	V14,	40.0,	23.0,	3.0
15,	V15,	6.0,	30.0,	2.0
16,	V16,	26.0,	28.0,	3.0
17,	V17,	27.5,	27.5,	2.5
18,	V18,	40.0,	35.5,	2.5
19,	V19,	40.0,	27.0,	3.0
20,	V20,	1.8369701987210297E-16,	43.0,	3.0
21,	V21,	14.0,	38.0,	2.0
22,	V22,	38.0,	42.0,	2.0
23,	V23,	35.0,	40.0,	2.5
24,	V24,	44.0,	42.0,	2.0
