Name Position Velocity in96
id,	name,	x,	y,	velo,
0,	V0,	22.0,	0.0,	2.0
1,	V1,	49.0,	3.0,	3.0
2,	V2,	20.0,	2.5,	2.5
3,	V3,	32.5,	2.5,	2.5
4,	V4,	44.0,	0.0,	2.0
5,	V5,	5.0,	12.5,	2.5
6,	V6,	14.0,	12.0,	2.0
7,	V7,	20.0,	7.0,	3.0
8,	V8,	30.0,	10.0,	3.0
9,	V9,	40.0,	7.5,	2.5
10,	V10,	20.0,	20.0,	2.0
11,	V11,	22.0,	24.0,	2.0
12,	V12,	40.0,	22.0,	2.0
13,	V13,	38.0,	22.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	26.0,	34.0,	2.0
16,	V16,	29.0,	31.0,	3.0
17,	V17,	22.5,	30.0,	2.5
18,	V18,	45.0,	27.5,	2.5
19,	V19,	49.0,	27.0,	3.0
20,	V20,	15.0,	37.0,	3.0
21,	V21,	26.0,	40.0,	2.0
22,	V22,	40.0,	46.0,	2.0
23,	V23,	37.5,	42.5,	2.5
24,	V24,	48.0,	40.0,	2.0
