Name Position Velocity in60
id,	name,	x,	y,	velo,
0,	V0,	10.0,	4.0,	2.0
1,	V1,	10.0,	0.0,	3.0
2,	V2,	35.0,	3.0,	2.5
3,	V3,	40.0,	0.5,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	30.0,	13.0,	2.5
6,	V6,	34.0,	12.0,	2.0
7,	V7,	23.0,	10.0,	3.0
8,	V8,	46.0,	5.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	4.0,	18.0,	2.0
11,	V11,	40.0,	24.0,	2.0
12,	V12,	34.0,	18.0,	2.0
13,	V13,	38.0,	18.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	10.0,	36.0,	2.0
16,	V16,	25.0,	30.0,	3.0
17,	V17,	30.0,	28.0,	2.5
18,	V18,	45.0,	30.5,	2.5
19,	V19,	40.0,	27.0,	3.0
20,	V20,	23.0,	42.0,	3.0
21,	V21,	36.0,	44.0,	2.0
22,	V22,	38.0,	42.0,	2.0
23,	V23,	40.0,	40.5,	2.5
24,	V24,	44.0,	42.0,	2.0
