Name Position Velocity in140
id,	name,	x,	y,	velo,
0,	V0,	0.0,	0.0,	2.0
1,	V1,	49.0,	3.0,	3.0
2,	V2,	30.0,	2.5,	2.5
3,	V3,	42.5,	0.5,	2.5
4,	V4,	42.0,	0.0,	2.0
5,	V5,	0.0,	10.0,	2.5
6,	V6,	12.0,	8.0,	2.0
7,	V7,	20.0,	10.0,	3.0
8,	V8,	30.0,	13.0,	3.0
9,	V9,	47.5,	12.5,	2.5
10,	V10,	0.0,	20.0,	2.0
11,	V11,	18.0,	18.0,	2.0
12,	V12,	34.0,	22.0,	2.0
13,	V13,	36.0,	22.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	6.0,	32.0,	2.0
16,	V16,	13.0,	33.0,	3.0
17,	V17,	27.5,	30.0,	2.5
18,	V18,	40.0,	30.5,	2.5
19,	V19,	40.0,	27.0,	3.0
20,	V20,	12.0,	40.0,	3.0
21,	V21,	22.0,	38.0,	2.0
22,	V22,	26.0,	42.0,	2.0
23,	V23,	32.5,	42.5,	2.5
24,	V24,	44.0,	40.0,	2.0
