Name Position Velocity in117
id,	name,	x,	y,	velo,
0,	V0,	8.0,	0.0,	2.0
1,	V1,	36.0,	8.0,	3.0
2,	V2,	40.0,	0.5,	2.5
3,	V3,	37.5,	2.5,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	0.0,	10.0,	2.5
6,	V6,	14.0,	10.0,	2.0
7,	V7,	33.0,	5.0,	3.0
8,	V8,	33.0,	13.0,	3.0
9,	V9,	45.0,	7.5,	2.5
10,	V10,	8.0,	20.0,	2.0
11,	V11,	18.0,	18.0,	2.0
12,	V12,	20.0,	18.0,	2.0
13,	V13,	34.0,	18.0,	2.0
14,	V14,	40.0,	23.0,	3.0
15,	V15,	16.0,	30.0,	2.0
16,	V16,	40.0,	30.0,	3.0
17,	V17,	37.5,	28.0,	2.5
18,	V18,	32.5,	30.0,	2.5
19,	V19,	40.0,	33.0,	3.0
20,	V20,	10.0,	41.0,	3.0
21,	V21,	22.0,	38.0,	2.0
22,	V22,	46.0,	42.0,	2.0
23,	V23,	45.0,	40.5,	2.5
24,	V24,	42.0,	42.0,	2.0
