Name Position Velocity in76
id,	name,	x,	y,	velo,
0,	V0,	38.0,	6.0,	2.0
1,	V1,	49.0,	3.0,	3.0
2,	V2,	40.0,	3.5,	2.5
3,	V3,	32.5,	2.5,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	15.0,	12.5,	2.5
6,	V6,	20.0,	8.0,	2.0
7,	V7,	30.0,	8.0,	3.0
8,	V8,	45.0,	10.0,	3.0
9,	V9,	40.0,	7.5,	2.5
10,	V10,	32.0,	22.0,	2.0
11,	V11,	26.0,	22.0,	2.0
12,	V12,	32.0,	22.0,	2.0
13,	V13,	44.0,	26.0,	2.0
14,	V14,	43.0,	17.0,	3.0
15,	V15,	40.0,	40.0,	2.0
16,	V16,	20.0,	31.0,	3.0
17,	V17,	35.0,	30.5,	2.5
18,	V18,	40.0,	33.0,	2.5
19,	V19,	46.0,	27.0,	3.0
20,	V20,	9.0,	40.0,	3.0
21,	V21,	22.0,	42.0,	2.0
22,	V22,	36.0,	38.0,	2.0
23,	V23,	35.0,	40.0,	2.5
24,	V24,	40.0,	42.0,	2.0
