Name Position Velocity in46
id,name,x,y,velo,
0,V0,0.0,0.0,2.5
1,V1,14.0,2.0,2.0
2,V2,43.0,2.0,3.0
3,V3,36.0,0.0,3.0
4,V4,40.0,0.0,2.0
5,V5,0.0,10.0,2.5
6,V6,14.0,12.0,2.0
7,V7,46.0,10.0,2.0
8,V8,30.0,12.5,2.5
9,V9,40.0,8.0,2.0
10,V10,9.0,20.0,3.0
11,V11,39.0,25.0,3.0
12,V12,29.0,17.0,3.0
13,V13,35.0,20.0,2.5
14,V14,40.0,20.0,2.5
15,V15,34.0,32.0,2.0
16,V16,32.5,30.5,2.5
17,V17,44.0,32.0,2.0
18,V18,40.0,28.0,3.0
19,V19,47.5,27.5,2.5
20,V20,32.0,42.0,2.0
21,V21,10.0,42.0,2.0
22,V22,37.5,43.0,2.5
23,V23,30.0,42.5,2.5
24,V24,42.0,40.0,2.0
