Name Position Velocity in72
id,	name,	x,	y,	velo,
0,	V0,	30.0,	6.0,	2.0
1,	V1,	40.0,	6.0,	3.0
2,	V2,	30.0,	0.5,	2.5
3,	V3,	45.0,	3.0,	2.5
4,	V4,	42.0,	0.0,	2.0
5,	V5,	5.0,	12.5,	2.5
6,	V6,	14.0,	8.0,	2.0
7,	V7,	23.0,	10.0,	3.0
8,	V8,	33.0,	10.0,	3.0
9,	V9,	42.5,	12.5,	2.5
10,	V10,	24.0,	22.0,	2.0
11,	V11,	20.0,	20.0,	2.0
12,	V12,	26.0,	22.0,	2.0
13,	V13,	38.0,	22.0,	2.0
14,	V14,	46.0,	20.0,	3.0
15,	V15,	34.0,	36.0,	2.0
16,	V16,	10.0,	30.0,	3.0
17,	V17,	27.5,	30.0,	2.5
18,	V18,	30.0,	30.0,	2.5
19,	V19,	49.0,	30.0,	3.0
20,	V20,	49.0,	38.0,	3.0
21,	V21,	16.0,	42.0,	2.0
22,	V22,	28.0,	38.0,	2.0
23,	V23,	45.0,	45.5,	2.5
24,	V24,	44.0,	38.0,	2.0
