Name Position Velocity in45
id,name,x,y,velo,
0,V0,47.5,14.0,2.5
1,V1,12.0,2.0,2.0
2,V2,40.0,2.0,3.0
3,V3,33.0,0.0,3.0
4,V4,40.0,0.0,2.0
5,V5,47.5,21.5,2.5
6,V6,12.0,12.0,2.0
7,V7,44.0,10.0,2.0
8,V8,30.0,10.0,2.5
9,V9,40.0,10.0,2.0
10,V10,6.0,20.0,3.0
11,V11,36.0,25.0,3.0
12,V12,26.0,17.0,3.0
13,V13,32.5,20.0,2.5
14,V14,47.5,17.5,2.5
15,V15,32.0,32.0,2.0
16,V16,30.0,30.5,2.5
17,V17,42.0,32.0,2.0
18,V18,40.0,31.0,3.0
19,V19,45.0,27.5,2.5
20,V20,30.0,42.0,2.0
21,V21,10.0,40.0,2.0
22,V22,35.0,43.0,2.5
23,V23,30.0,40.0,2.5
24,V24,40.0,40.0,2.0
