Name Position Velocity in78
id,	name,	x,	y,	velo,
0,	V0,	40.0,	6.0,	2.0
1,	V1,	10.0,	3.0,	3.0
2,	V2,	42.5,	6.0,	2.5
3,	V3,	37.5,	2.5,	2.5
4,	V4,	42.0,	2.0,	2.0
5,	V5,	20.0,	15.5,	2.5
6,	V6,	24.0,	8.0,	2.0
7,	V7,	36.0,	8.0,	3.0
8,	V8,	30.0,	10.0,	3.0
9,	V9,	45.0,	7.5,	2.5
10,	V10,	36.0,	22.0,	2.0
11,	V11,	30.0,	22.0,	2.0
12,	V12,	36.0,	22.0,	2.0
13,	V13,	48.0,	26.0,	2.0
14,	V14,	49.0,	17.0,	3.0
15,	V15,	44.0,	40.0,	2.0
16,	V16,	23.0,	28.0,	3.0
17,	V17,	40.0,	30.5,	2.5
18,	V18,	42.5,	30.5,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	10.0,	44.0,	3.0
21,	V21,	26.0,	42.0,	2.0
22,	V22,	40.0,	40.0,	2.0
23,	V23,	40.0,	43.0,	2.5
24,	V24,	44.0,	42.0,	2.0
