Name Position Velocity in90
id,	name,	x,	y,	velo,
0,	V0,	12.0,	0.0,	2.0
1,	V1,	36.0,	5.0,	3.0
2,	V2,	37.5,	0.5,	2.5
3,	V3,	40.0,	3.0,	2.5
4,	V4,	42.0,	2.0,	2.0
5,	V5,	42.5,	19.0,	2.5
6,	V6,	44.0,	12.0,	2.0
7,	V7,	40.0,	12.0,	3.0
8,	V8,	33.0,	13.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	8.0,	20.0,	2.0
11,	V11,	12.0,	20.0,	2.0
12,	V12,	28.0,	22.0,	2.0
13,	V13,	48.0,	22.0,	2.0
14,	V14,	46.0,	20.0,	3.0
15,	V15,	16.0,	34.0,	2.0
16,	V16,	16.0,	33.0,	3.0
17,	V17,	40.0,	33.0,	2.5
18,	V18,	30.0,	27.5,	2.5
19,	V19,	46.0,	30.0,	3.0
20,	V20,	0.0,	40.0,	3.0
21,	V21,	16.0,	40.0,	2.0
22,	V22,	30.0,	42.0,	2.0
23,	V23,	45.0,	42.5,	2.5
24,	V24,	46.0,	42.0,	2.0
