Name Position Velocity in80
id,	name,	x,	y,	velo,
0,	V0,	44.0,	6.0,	2.0
1,	V1,	16.0,	3.0,	3.0
2,	V2,	47.5,	6.0,	2.5
3,	V3,	40.0,	8.0,	2.5
4,	V4,	46.0,	2.0,	2.0
5,	V5,	22.5,	13.0,	2.5
6,	V6,	28.0,	8.0,	2.0
7,	V7,	42.0,	8.0,	3.0
8,	V8,	33.0,	13.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	40.0,	24.0,	2.0
11,	V11,	34.0,	22.0,	2.0
12,	V12,	40.0,	22.0,	2.0
13,	V13,	30.0,	22.0,	2.0
14,	V14,	43.0,	20.0,	3.0
15,	V15,	48.0,	40.0,	2.0
16,	V16,	29.0,	28.0,	3.0
17,	V17,	45.0,	30.5,	2.5
18,	V18,	47.5,	30.5,	2.5
19,	V19,	43.0,	33.0,	3.0
20,	V20,	16.0,	44.0,	3.0
21,	V21,	30.0,	44.0,	2.0
22,	V22,	42.0,	42.0,	2.0
23,	V23,	42.5,	40.5,	2.5
24,	V24,	48.0,	42.0,	2.0
