Name Position Velocity in24
id,name,x,y,velo,
0,V0,2.5,2.5,2.5
1,V1,14.0,2.0,2.0
2,V2,30.0,4.0,3.0
3,V3,48.0,0.0,3.0
4,V4,42.0,0.0,2.0
5,V5,2.5,10.0,2.5
6,V6,16.0,12.0,2.0
7,V7,34.0,16.0,2.0
8,V8,45.0,10.0,2.5
9,V9,44.0,12.0,2.0
10,V10,9.0,17.0,3.0
11,V11,28.0,17.0,3.0
12,V12,43.0,31.0,3.0
13,V13,45.0,20.0,2.5
14,V14,42.5,22.5,2.5
15,V15,42.0,38.0,2.0
16,V16,25.0,32.5,2.5
17,V17,36.0,28.0,2.0
18,V18,30.0,27.0,3.0
19,V19,40.0,32.5,2.5
20,V20,44.0,40.0,2.0
21,V21,12.0,38.0,2.0
22,V22,20.0,42.5,2.5
23,V23,40.0,38.0,2.5
24,V24,42.0,38.0,2.0
