Name Position Velocity in66
id,	name,	x,	y,	velo,
0,	V0,	20.0,	2.0,	2.0
1,	V1,	23.0,	4.0,	3.0
2,	V2,	20.0,	0.0,	2.5
3,	V3,	32.5,	2.5,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	42.5,	18.5,	2.5
6,	V6,	44.0,	16.0,	2.0
7,	V7,	36.0,	8.0,	3.0
8,	V8,	40.0,	11.0,	3.0
9,	V9,	40.0,	7.5,	2.5
10,	V10,	14.0,	22.0,	2.0
11,	V11,	10.0,	20.0,	2.0
12,	V12,	46.0,	18.0,	2.0
13,	V13,	48.0,	22.0,	2.0
14,	V14,	40.0,	17.0,	3.0
15,	V15,	22.0,	36.0,	2.0
16,	V16,	39.0,	29.0,	3.0
17,	V17,	42.5,	28.5,	2.5
18,	V18,	37.5,	27.5,	2.5
19,	V19,	43.0,	27.0,	3.0
20,	V20,	36.0,	40.0,	3.0
21,	V21,	46.0,	48.0,	2.0
22,	V22,	48.0,	42.0,	2.0
23,	V23,	32.5,	40.0,	2.5
24,	V24,	44.0,	42.0,	2.0
