Name Position Velocity in39
id,name,x,y,velo,
0,V0,35.0,8.5,2.5
1,V1,42.0,6.0,2.0
2,V2,30.0,1.0,3.0
3,V3,40.0,7.0,3.0
4,V4,40.0,0.0,2.0
5,V5,35.0,16.0,2.5
6,V6,42.0,16.0,2.0
7,V7,32.0,10.0,2.0
8,V8,37.5,7.5,2.5
9,V9,40.0,10.0,2.0
10,V10,40.0,24.0,3.0
11,V11,23.0,27.0,3.0
12,V12,43.0,25.0,3.0
13,V13,37.5,22.5,2.5
14,V14,45.0,17.5,2.5
15,V15,20.0,32.0,2.0
16,V16,17.5,30.0,2.5
17,V17,30.0,32.0,2.0
18,V18,45.0,27.0,3.0
19,V19,42.5,32.5,2.5
20,V20,20.0,44.0,2.0
21,V21,40.0,44.0,2.0
22,V22,22.5,37.5,2.5
23,V23,37.5,40.0,2.5
24,V24,40.0,40.0,2.0
