Name Position Velocity in115
id,	name,	x,	y,	velo,
0,	V0,	4.0,	0.0,	2.0
1,	V1,	30.0,	8.0,	3.0
2,	V2,	35.0,	0.5,	2.5
3,	V3,	32.5,	2.5,	2.5
4,	V4,	48.0,	0.0,	2.0
5,	V5,	45.0,	29.0,	2.5
6,	V6,	10.0,	10.0,	2.0
7,	V7,	30.0,	8.0,	3.0
8,	V8,	30.0,	10.0,	3.0
9,	V9,	40.0,	7.5,	2.5
10,	V10,	4.0,	20.0,	2.0
11,	V11,	14.0,	18.0,	2.0
12,	V12,	48.0,	20.0,	2.0
13,	V13,	30.0,	18.0,	2.0
14,	V14,	49.0,	23.0,	3.0
15,	V15,	12.0,	30.0,	2.0
16,	V16,	35.0,	28.0,	3.0
17,	V17,	32.5,	28.0,	2.5
18,	V18,	47.5,	35.5,	2.5
19,	V19,	49.0,	27.0,	3.0
20,	V20,	9.0,	43.0,	3.0
21,	V21,	20.0,	40.0,	2.0
22,	V22,	42.0,	42.0,	2.0
23,	V23,	40.0,	40.5,	2.5
24,	V24,	40.0,	40.0,	2.0
