Name Position Velocity in98
id,	name,	x,	y,	velo,
0,	V0,	26.0,	0.0,	2.0
1,	V1,	13.0,	0.0,	3.0
2,	V2,	25.0,	2.5,	2.5
3,	V3,	37.5,	2.5,	2.5
4,	V4,	48.0,	0.0,	2.0
5,	V5,	10.0,	15.5,	2.5
6,	V6,	18.0,	12.0,	2.0
7,	V7,	26.0,	7.0,	3.0
8,	V8,	36.0,	10.0,	3.0
9,	V9,	45.0,	7.5,	2.5
10,	V10,	24.0,	20.0,	2.0
11,	V11,	26.0,	24.0,	2.0
12,	V12,	44.0,	22.0,	2.0
13,	V13,	42.0,	22.0,	2.0
14,	V14,	43.0,	17.0,	3.0
15,	V15,	30.0,	36.0,	2.0
16,	V16,	35.0,	31.0,	3.0
17,	V17,	27.5,	30.0,	2.5
18,	V18,	30.0,	30.0,	2.5
19,	V19,	43.0,	30.0,	3.0
20,	V20,	21.0,	37.0,	3.0
21,	V21,	30.0,	42.0,	2.0
22,	V22,	44.0,	46.0,	2.0
23,	V23,	42.5,	42.5,	2.5
24,	V24,	40.0,	38.0,	2.0
