Name Position Velocity in88
id,	name,	x,	y,	velo,
0,	V0,	10.0,	2.0,	2.0
1,	V1,	30.0,	5.0,	3.0
2,	V2,	32.5,	0.5,	2.5
3,	V3,	37.5,	2.5,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	40.0,	16.5,	2.5
6,	V6,	40.0,	12.0,	2.0
7,	V7,	35.0,	10.0,	3.0
8,	V8,	30.0,	10.0,	3.0
9,	V9,	45.0,	12.5,	2.5
10,	V10,	4.0,	20.0,	2.0
11,	V11,	48.0,	26.0,	2.0
12,	V12,	24.0,	22.0,	2.0
13,	V13,	44.0,	22.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	12.0,	34.0,	2.0
16,	V16,	10.0,	33.0,	3.0
17,	V17,	35.0,	30.0,	2.5
18,	V18,	47.5,	30.0,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	35.0,	48.0,	3.0
21,	V21,	12.0,	40.0,	2.0
22,	V22,	26.0,	42.0,	2.0
23,	V23,	40.0,	42.5,	2.5
24,	V24,	42.0,	42.0,	2.0
