Name Position Velocity in37
id,name,x,y,velo,
0,V0,30.0,8.5,2.5
1,V1,38.0,6.0,2.0
2,V2,26.0,0.0,3.0
3,V3,39.0,3.0,3.0
4,V4,46.0,0.0,2.0
5,V5,30.0,16.0,2.5
6,V6,40.0,18.0,2.0
7,V7,28.0,10.0,2.0
8,V8,32.5,7.5,2.5
9,V9,46.0,12.0,2.0
10,V10,38.0,19.0,3.0
11,V11,20.0,24.0,3.0
12,V12,40.0,28.0,3.0
13,V13,32.5,22.5,2.5
14,V14,40.0,17.5,2.5
15,V15,16.0,32.0,2.0
16,V16,12.5,30.0,2.5
17,V17,28.0,32.0,2.0
18,V18,39.0,27.0,3.0
19,V19,40.0,30.0,2.5
20,V20,16.0,42.0,2.0
21,V21,36.0,42.0,2.0
22,V22,20.0,40.0,2.5
23,V23,32.5,40.0,2.5
24,V24,46.0,38.0,2.0
