Name Position Velocity in107
id,	name,	x,	y,	velo,
0,	V0,	40.0,	4.0,	2.0
1,	V1,	16.0,	0.0,	3.0
2,	V2,	47.5,	2.5,	2.5
3,	V3,	37.5,	0.0,	2.5
4,	V4,	42.0,	2.0,	2.0
5,	V5,	27.5,	23.5,	2.5
6,	V6,	34.0,	12.0,	2.0
7,	V7,	43.0,	9.0,	3.0
8,	V8,	33.0,	13.0,	3.0
9,	V9,	45.0,	7.5,	2.5
10,	V10,	40.0,	26.0,	2.0
11,	V11,	40.0,	32.0,	2.0
12,	V12,	32.0,	20.0,	2.0
13,	V13,	38.0,	22.0,	2.0
14,	V14,	40.0,	17.0,	3.0
15,	V15,	46.0,	34.0,	2.0
16,	V16,	16.0,	30.0,	3.0
17,	V17,	47.5,	30.5,	2.5
18,	V18,	30.0,	30.0,	2.5
19,	V19,	40.0,	27.0,	3.0
20,	V20,	40.0,	47.0,	3.0
21,	V21,	46.0,	44.0,	2.0
22,	V22,	30.0,	44.0,	2.0
23,	V23,	42.5,	40.5,	2.5
24,	V24,	46.0,	38.0,	2.0
