Name Position Velocity in149
id,	name,	x,	y,	velo,
0,	V0,	16.0,	0.0,	2.0
1,	V1,	31.0,	0.0,	3.0
2,	V2,	20.0,	0.0,	2.5
3,	V3,	40.0,	0.5,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	17.5,	8.0,	2.5
6,	V6,	30.0,	8.0,	2.0
7,	V7,	47.0,	10.0,	3.0
8,	V8,	30.0,	10.0,	3.0
9,	V9,	45.0,	7.5,	2.5
10,	V10,	16.0,	18.0,	2.0
11,	V11,	36.0,	18.0,	2.0
12,	V12,	20.0,	20.0,	2.0
13,	V13,	30.0,	18.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	20.0,	36.0,	2.0
16,	V16,	35.0,	37.0,	3.0
17,	V17,	45.0,	41.0,	2.5
18,	V18,	40.0,	33.0,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	30.0,	49.0,	3.0
21,	V21,	38.0,	42.0,	2.0
22,	V22,	20.0,	40.0,	2.0
23,	V23,	32.5,	40.0,	2.5
24,	V24,	40.0,	40.0,	2.0
