Name Position Velocity in2
id,name,x,y,velo,
0,V0,0.0,0.0,0.0
1,V1,10.0,0.0,0.0
2,V2,20.0,0.0,0.0
3,V3,30.0,0.0,0.0
4,V4,40.0,0.0,0.0
5,V5,0.0,10.0,0.0
6,V6,10.0,10.0,0.0
7,V7,20.0,10.0,0.0
8,V8,30.0,10.0,0.0
9,V9,40.0,10.0,0.0
10,V10,0.0,20.0,0.0
11,V11,10.0,20.0,0.0
12,V12,20.0,20.0,0.0
13,V13,30.0,20.0,0.0
14,V14,40.0,20.0,0.0
15,V15,0.0,30.0,0.0
16,V16,10.0,30.0,0.0
17,V17,20.0,30.0,0.0
18,V18,30.0,30.0,0.0
19,V19,40.0,30.0,0.0
20,V20,0.0,40.0,0.0
21,V21,10.0,40.0,0.0
22,V22,20.0,40.0,0.0
23,V23,30.0,40.0,0.0
24,V24,40.0,40.0,0.0
