Name Position Velocity in141
id,	name,	x,	y,	velo,
0,	V0,	2.0,	0.0,	2.0
1,	V1,	10.0,	0.0,	3.0
2,	V2,	32.5,	2.5,	2.5
3,	V3,	45.0,	0.5,	2.5
4,	V4,	44.0,	0.0,	2.0
5,	V5,	1.5308084989341916E-16,	7.5,	2.5
6,	V6,	14.0,	8.0,	2.0
7,	V7,	23.0,	10.0,	3.0
8,	V8,	33.0,	13.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	1.2246467991473532E-16,	18.0,	2.0
11,	V11,	20.0,	18.0,	2.0
12,	V12,	36.0,	22.0,	2.0
13,	V13,	38.0,	22.0,	2.0
14,	V14,	43.0,	20.0,	3.0
15,	V15,	8.0,	32.0,	2.0
16,	V16,	16.0,	33.0,	3.0
17,	V17,	30.0,	33.0,	2.5
18,	V18,	40.0,	28.0,	2.5
19,	V19,	43.0,	27.0,	3.0
20,	V20,	15.0,	40.0,	3.0
21,	V21,	24.0,	38.0,	2.0
22,	V22,	28.0,	42.0,	2.0
23,	V23,	35.0,	42.5,	2.5
24,	V24,	46.0,	40.0,	2.0
