Name Position Velocity in83
id,	name,	x,	y,	velo,
0,	V0,	0.0,	0.0,	2.0
1,	V1,	20.0,	1.0,	3.0
2,	V2,	22.5,	0.0,	2.5
3,	V3,	47.5,	8.0,	2.5
4,	V4,	40.0,	2.0,	2.0
5,	V5,	30.0,	16.0,	2.5
6,	V6,	32.0,	12.0,	2.0
7,	V7,	20.0,	10.0,	3.0
8,	V8,	40.0,	14.0,	3.0
9,	V9,	45.0,	7.5,	2.5
10,	V10,	44.0,	26.0,	2.0
11,	V11,	40.0,	24.0,	2.0
12,	V12,	46.0,	22.0,	2.0
13,	V13,	36.0,	22.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	4.0,	30.0,	2.0
16,	V16,	38.0,	28.0,	3.0
17,	V17,	22.5,	30.0,	2.5
18,	V18,	35.0,	30.0,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	20.0,	48.0,	3.0
21,	V21,	34.0,	46.0,	2.0
22,	V22,	48.0,	42.0,	2.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	44.0,	40.0,	2.0
