Name Position Velocity in123
id,	name,	x,	y,	velo,
0,	V0,	20.0,	0.0,	2.0
1,	V1,	49.0,	6.0,	3.0
2,	V2,	22.5,	2.5,	2.5
3,	V3,	30.0,	0.0,	2.5
4,	V4,	40.0,	2.0,	2.0
5,	V5,	10.0,	13.0,	2.5
6,	V6,	24.0,	10.0,	2.0
7,	V7,	46.0,	9.0,	3.0
8,	V8,	30.0,	10.0,	3.0
9,	V9,	47.5,	7.5,	2.5
10,	V10,	18.0,	24.0,	2.0
11,	V11,	30.0,	20.0,	2.0
12,	V12,	32.0,	18.0,	2.0
13,	V13,	46.0,	18.0,	2.0
14,	V14,	46.0,	20.0,	3.0
15,	V15,	28.0,	30.0,	2.0
16,	V16,	10.0,	27.0,	3.0
17,	V17,	20.0,	32.5,	2.5
18,	V18,	45.0,	30.5,	2.5
19,	V19,	46.0,	30.0,	3.0
20,	V20,	23.0,	39.0,	3.0
21,	V21,	32.0,	38.0,	2.0
22,	V22,	26.0,	42.0,	2.0
23,	V23,	37.5,	37.5,	2.5
24,	V24,	44.0,	40.0,	2.0
