Name Position Velocity in22
id,name,x,y,velo,
0,V0,0.0,0.0,2.5
1,V1,10.0,2.0,2.0
2,V2,26.0,3.0,3.0
3,V3,42.0,0.0,3.0
4,V4,40.0,0.0,2.0
5,V5,47.5,16.5,2.5
6,V6,12.0,12.0,2.0
7,V7,30.0,16.0,2.0
8,V8,40.0,10.0,2.5
9,V9,40.0,12.0,2.0
10,V10,3.0,17.0,3.0
11,V11,22.0,17.0,3.0
12,V12,40.0,28.0,3.0
13,V13,40.0,20.0,2.5
14,V14,40.0,20.0,2.5
15,V15,40.0,36.0,2.0
16,V16,20.0,32.5,2.5
17,V17,32.0,28.0,2.0
18,V18,48.0,27.0,3.0
19,V19,47.5,27.5,2.5
20,V20,40.0,40.0,2.0
21,V21,10.0,40.0,2.0
22,V22,37.5,48.0,2.5
23,V23,37.5,37.5,2.5
24,V24,40.0,40.0,2.0
