Name Position Velocity in97
id,	name,	x,	y,	velo,
0,	V0,	24.0,	0.0,	2.0
1,	V1,	10.0,	0.0,	3.0
2,	V2,	22.5,	2.5,	2.5
3,	V3,	35.0,	2.5,	2.5
4,	V4,	46.0,	0.0,	2.0
5,	V5,	7.5,	12.5,	2.5
6,	V6,	16.0,	12.0,	2.0
7,	V7,	23.0,	7.0,	3.0
8,	V8,	33.0,	10.0,	3.0
9,	V9,	42.5,	7.5,	2.5
10,	V10,	22.0,	20.0,	2.0
11,	V11,	24.0,	24.0,	2.0
12,	V12,	42.0,	22.0,	2.0
13,	V13,	40.0,	22.0,	2.0
14,	V14,	40.0,	17.0,	3.0
15,	V15,	28.0,	34.0,	2.0
16,	V16,	32.0,	31.0,	3.0
17,	V17,	25.0,	30.0,	2.5
18,	V18,	47.5,	27.5,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	18.0,	37.0,	3.0
21,	V21,	28.0,	40.0,	2.0
22,	V22,	42.0,	46.0,	2.0
23,	V23,	40.0,	42.5,	2.5
24,	V24,	40.0,	40.0,	2.0
