Name Position Velocity in99
id,	name,	x,	y,	velo,
0,	V0,	28.0,	0.0,	2.0
1,	V1,	16.0,	0.0,	3.0
2,	V2,	27.5,	2.5,	2.5
3,	V3,	40.0,	2.5,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	10.0,	18.0,	2.5
6,	V6,	20.0,	14.0,	2.0
7,	V7,	29.0,	7.0,	3.0
8,	V8,	39.0,	10.0,	3.0
9,	V9,	47.5,	7.5,	2.5
10,	V10,	26.0,	20.0,	2.0
11,	V11,	28.0,	24.0,	2.0
12,	V12,	46.0,	22.0,	2.0
13,	V13,	44.0,	22.0,	2.0
14,	V14,	46.0,	17.0,	3.0
15,	V15,	30.0,	34.0,	2.0
16,	V16,	38.0,	31.0,	3.0
17,	V17,	30.0,	33.0,	2.5
18,	V18,	32.5,	30.0,	2.5
19,	V19,	46.0,	30.0,	3.0
20,	V20,	24.0,	37.0,	3.0
21,	V21,	30.0,	44.0,	2.0
22,	V22,	46.0,	46.0,	2.0
23,	V23,	45.0,	42.5,	2.5
24,	V24,	42.0,	38.0,	2.0
