Name Position Velocity in87
id,	name,	x,	y,	velo,
0,	V0,	8.0,	0.0,	2.0
1,	V1,	30.0,	2.0,	3.0
2,	V2,	30.0,	0.5,	2.5
3,	V3,	35.0,	2.5,	2.5
4,	V4,	48.0,	2.0,	2.0
5,	V5,	37.5,	13.5,	2.5
6,	V6,	40.0,	14.0,	2.0
7,	V7,	32.0,	10.0,	3.0
8,	V8,	49.0,	17.0,	3.0
9,	V9,	42.5,	12.5,	2.5
10,	V10,	2.0,	20.0,	2.0
11,	V11,	46.0,	26.0,	2.0
12,	V12,	22.0,	22.0,	2.0
13,	V13,	42.0,	22.0,	2.0
14,	V14,	49.0,	17.0,	3.0
15,	V15,	10.0,	34.0,	2.0
16,	V16,	10.0,	30.0,	3.0
17,	V17,	32.5,	30.0,	2.5
18,	V18,	45.0,	30.0,	2.5
19,	V19,	49.0,	33.0,	3.0
20,	V20,	32.0,	48.0,	3.0
21,	V21,	10.0,	40.0,	2.0
22,	V22,	24.0,	42.0,	2.0
23,	V23,	37.5,	42.5,	2.5
24,	V24,	40.0,	42.0,	2.0
