Name Position Velocity in104
id,	name,	x,	y,	velo,
0,	V0,	36.0,	0.0,	2.0
1,	V1,	30.0,	2.0,	3.0
2,	V2,	40.0,	2.5,	2.5
3,	V3,	30.0,	0.0,	2.5
4,	V4,	48.0,	2.0,	2.0
5,	V5,	20.0,	23.5,	2.5
6,	V6,	28.0,	12.0,	2.0
7,	V7,	39.0,	5.0,	3.0
8,	V8,	49.0,	14.0,	3.0
9,	V9,	40.0,	10.0,	2.5
10,	V10,	34.0,	24.0,	2.0
11,	V11,	36.0,	28.0,	2.0
12,	V12,	26.0,	20.0,	2.0
13,	V13,	32.0,	22.0,	2.0
14,	V14,	46.0,	23.0,	3.0
15,	V15,	40.0,	34.0,	2.0
16,	V16,	49.0,	30.0,	3.0
17,	V17,	40.0,	30.5,	2.5
18,	V18,	42.5,	30.5,	2.5
19,	V19,	46.0,	33.0,	3.0
20,	V20,	36.0,	43.0,	3.0
21,	V21,	40.0,	44.0,	2.0
22,	V22,	24.0,	42.0,	2.0
23,	V23,	37.5,	40.0,	2.5
24,	V24,	40.0,	38.0,	2.0
