Name Position Velocity in111
id,	name,	x,	y,	velo,
0,	V0,	48.0,	4.0,	2.0
1,	V1,	23.0,	4.0,	3.0
2,	V2,	27.5,	0.0,	2.5
3,	V3,	45.0,	0.5,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	37.5,	23.5,	2.5
6,	V6,	42.0,	12.0,	2.0
7,	V7,	20.0,	7.0,	3.0
8,	V8,	40.0,	17.0,	3.0
9,	V9,	42.5,	7.5,	2.5
10,	V10,	46.0,	28.0,	2.0
11,	V11,	48.0,	32.0,	2.0
12,	V12,	40.0,	20.0,	2.0
13,	V13,	44.0,	22.0,	2.0
14,	V14,	40.0,	20.0,	3.0
15,	V15,	4.0,	30.0,	2.0
16,	V16,	23.0,	28.0,	3.0
17,	V17,	25.0,	27.5,	2.5
18,	V18,	40.0,	33.0,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	0.0,	40.0,	3.0
21,	V21,	12.0,	38.0,	2.0
22,	V22,	36.0,	42.0,	2.0
23,	V23,	32.5,	40.0,	2.5
24,	V24,	42.0,	42.0,	2.0
