Name Position Velocity in148
id,	name,	x,	y,	velo,
0,	V0,	14.0,	0.0,	2.0
1,	V1,	28.0,	0.0,	3.0
2,	V2,	47.5,	8.0,	2.5
3,	V3,	40.0,	3.0,	2.5
4,	V4,	48.0,	0.0,	2.0
5,	V5,	15.0,	8.0,	2.5
6,	V6,	28.0,	8.0,	2.0
7,	V7,	44.0,	10.0,	3.0
8,	V8,	49.0,	11.0,	3.0
9,	V9,	42.5,	7.5,	2.5
10,	V10,	14.0,	18.0,	2.0
11,	V11,	34.0,	18.0,	2.0
12,	V12,	48.0,	26.0,	2.0
13,	V13,	30.0,	20.0,	2.0
14,	V14,	49.0,	23.0,	3.0
15,	V15,	20.0,	34.0,	2.0
16,	V16,	32.0,	37.0,	3.0
17,	V17,	42.5,	41.0,	2.5
18,	V18,	37.5,	30.0,	2.5
19,	V19,	49.0,	33.0,	3.0
20,	V20,	30.0,	46.0,	3.0
21,	V21,	36.0,	42.0,	2.0
22,	V22,	40.0,	48.0,	2.0
23,	V23,	30.0,	40.0,	2.5
24,	V24,	48.0,	42.0,	2.0
