Name Position Velocity in133
id,	name,	x,	y,	velo,
0,	V0,	38.0,	4.0,	2.0
1,	V1,	33.0,	5.0,	3.0
2,	V2,	45.0,	8.0,	2.5
3,	V3,	30.0,	0.0,	2.5
4,	V4,	40.0,	0.0,	2.0
5,	V5,	32.5,	13.5,	2.5
6,	V6,	40.0,	14.0,	2.0
7,	V7,	36.0,	5.0,	3.0
8,	V8,	33.0,	10.0,	3.0
9,	V9,	42.5,	10.0,	2.5
10,	V10,	36.0,	24.0,	2.0
11,	V11,	46.0,	22.0,	2.0
12,	V12,	20.0,	22.0,	2.0
13,	V13,	44.0,	22.0,	2.0
14,	V14,	46.0,	23.0,	3.0
15,	V15,	44.0,	30.0,	2.0
16,	V16,	35.0,	31.0,	3.0
17,	V17,	40.0,	33.5,	2.5
18,	V18,	45.0,	38.0,	2.5
19,	V19,	46.0,	27.0,	3.0
20,	V20,	43.0,	35.0,	3.0
21,	V21,	10.0,	40.0,	2.0
22,	V22,	44.0,	42.0,	2.0
23,	V23,	40.0,	43.0,	2.5
24,	V24,	40.0,	42.0,	2.0
