Name Position Velocity in21
id,name,x,y,velo,
0,V0,47.5,6.0,2.5
1,V1,10.0,0.0,2.0
2,V2,23.0,3.0,3.0
3,V3,39.0,0.0,3.0
4,V4,48.0,0.0,2.0
5,V5,45.0,16.5,2.5
6,V6,10.0,12.0,2.0
7,V7,30.0,14.0,2.0
8,V8,37.5,10.0,2.5
9,V9,40.0,10.0,2.0
10,V10,1.8369701987210297E-16,17.0,3.0
11,V11,19.0,17.0,3.0
12,V12,39.0,27.0,3.0
13,V13,37.5,20.0,2.5
14,V14,47.5,20.0,2.5
15,V15,38.0,34.0,2.0
16,V16,17.5,32.5,2.5
17,V17,30.0,28.0,2.0
18,V18,45.0,27.0,3.0
19,V19,45.0,27.5,2.5
20,V20,40.0,42.0,2.0
21,V21,48.0,40.0,2.0
22,V22,35.0,48.0,2.5
23,V23,35.0,37.5,2.5
24,V24,48.0,38.0,2.0
