Name Position Velocity in69
id,	name,	x,	y,	velo,
0,	V0,	26.0,	2.0,	2.0
1,	V1,	32.0,	4.0,	3.0
2,	V2,	25.0,	0.0,	2.5
3,	V3,	40.0,	5.5,	2.5
4,	V4,	46.0,	0.0,	2.0
5,	V5,	0.0,	10.0,	2.5
6,	V6,	10.0,	10.0,	2.0
7,	V7,	45.0,	8.0,	3.0
8,	V8,	46.0,	8.0,	3.0
9,	V9,	47.5,	7.5,	2.5
10,	V10,	20.0,	24.0,	2.0
11,	V11,	14.0,	18.0,	2.0
12,	V12,	20.0,	22.0,	2.0
13,	V13,	32.0,	22.0,	2.0
14,	V14,	49.0,	17.0,	3.0
15,	V15,	28.0,	36.0,	2.0
16,	V16,	43.0,	27.0,	3.0
17,	V17,	20.0,	30.0,	2.5
18,	V18,	42.5,	28.0,	2.5
19,	V19,	40.0,	30.0,	3.0
20,	V20,	40.0,	38.0,	3.0
21,	V21,	10.0,	42.0,	2.0
22,	V22,	22.0,	38.0,	2.0
23,	V23,	40.0,	43.0,	2.5
24,	V24,	40.0,	40.0,	2.0
