Name Position Velocity in41
id,name,x,y,velo,
0,V0,40.0,11.5,2.5
1,V1,46.0,6.0,2.0
2,V2,33.0,4.0,3.0
3,V3,46.0,7.0,3.0
4,V4,42.0,0.0,2.0
5,V5,40.0,19.0,2.5
6,V6,46.0,16.0,2.0
7,V7,36.0,10.0,2.0
8,V8,40.0,13.0,2.5
9,V9,42.0,8.0,2.0
10,V10,46.0,24.0,3.0
11,V11,29.0,27.0,3.0
12,V12,49.0,25.0,3.0
13,V13,42.5,22.5,2.5
14,V14,40.0,20.0,2.5
15,V15,24.0,32.0,2.0
16,V16,20.0,30.5,2.5
17,V17,34.0,32.0,2.0
18,V18,30.0,30.0,3.0
19,V19,47.5,32.5,2.5
20,V20,22.0,42.0,2.0
21,V21,42.0,42.0,2.0
22,V22,27.5,37.5,2.5
23,V23,40.0,45.5,2.5
24,V24,42.0,38.0,2.0
