Name Position Velocity in53
id,	name,	x,	y,	velo,
0,	V0,	48.0,	8.0,	2.0
1,	V1,	46.0,	0.0,	3.0
2,	V2,	20.0,	2.5,	2.5
3,	V3,	45.0,	5.5,	2.5
4,	V4,	48.0,	0.0,	2.0
5,	V5,	15.0,	12.5,	2.5
6,	V6,	22.0,	12.0,	2.0
7,	V7,	39.0,	11.0,	3.0
8,	V8,	30.0,	7.0,	3.0
9,	V9,	45.0,	7.5,	2.5
10,	V10,	42.0,	36.0,	2.0
11,	V11,	26.0,	22.0,	2.0
12,	V12,	22.0,	18.0,	2.0
13,	V13,	46.0,	24.0,	2.0
14,	V14,	43.0,	17.0,	3.0
15,	V15,	0.0,	30.0,	2.0
16,	V16,	46.0,	39.0,	3.0
17,	V17,	47.5,	36.0,	2.5
18,	V18,	30.0,	30.0,	2.5
19,	V19,	46.0,	27.0,	3.0
20,	V20,	10.0,	41.0,	3.0
21,	V21,	24.0,	40.0,	2.0
22,	V22,	24.0,	42.0,	2.0
23,	V23,	45.0,	40.5,	2.5
24,	V24,	42.0,	42.0,	2.0
