Name Position Velocity in86
id,	name,	x,	y,	velo,
0,	V0,	6.0,	0.0,	2.0
1,	V1,	29.0,	1.0,	3.0
2,	V2,	30.0,	3.0,	2.5
3,	V3,	32.5,	2.5,	2.5
4,	V4,	46.0,	2.0,	2.0
5,	V5,	35.0,	13.5,	2.5
6,	V6,	38.0,	12.0,	2.0
7,	V7,	29.0,	10.0,	3.0
8,	V8,	46.0,	17.0,	3.0
9,	V9,	40.0,	12.5,	2.5
10,	V10,	0.0,	20.0,	2.0
11,	V11,	44.0,	26.0,	2.0
12,	V12,	20.0,	22.0,	2.0
13,	V13,	40.0,	22.0,	2.0
14,	V14,	46.0,	17.0,	3.0
15,	V15,	10.0,	32.0,	2.0
16,	V16,	47.0,	28.0,	3.0
17,	V17,	30.0,	30.0,	2.5
18,	V18,	42.5,	30.0,	2.5
19,	V19,	46.0,	33.0,	3.0
20,	V20,	29.0,	48.0,	3.0
21,	V21,	40.0,	48.0,	2.0
22,	V22,	22.0,	42.0,	2.0
23,	V23,	35.0,	42.5,	2.5
24,	V24,	40.0,	40.0,	2.0
